genres,sentiment,count
"Action & Adventure, Comedy, Drama, Western",1,1
"Action & Adventure, Comedy, Horror",0,135
"Action & Adventure, Comedy, Horror",1,210
"Action & Adventure, Comedy, Horror, Musical & Performing Arts",1,4
"Action & Adventure, Comedy, Horror, Mystery & Suspense",0,32
"Action & Adventure, Comedy, Horror, Mystery & Suspense",1,28
"Action & Adventure, Comedy, Horror, Romance",0,6
"Action & Adventure, Comedy, Horror, Romance",1,4
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",0,44
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",1,44
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",0,5
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",1,124
"Action & Adventure, Comedy, Horror, Television",0,3
"Action & Adventure, Comedy, Horror, Television",1,2
"Action & Adventure, Comedy, Kids & Family",0,877
"Action & Adventure, Comedy, Kids & Family",1,625
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",0,15
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",1,20
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",0,2
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",1,12
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",0,230
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",1,229
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",0,34
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",1,9
"Action & Adventure, Comedy, Kids & Family, Romance",0,87
"Action & Adventure, Comedy, Kids & Family, Romance",1,37
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",0,435
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",1,406
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",0,1
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",1,10
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",0,2
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",1,1
"Action & Adventure, Comedy, Kids & Family, Special Interest",0,24
"Action & Adventure, Comedy, Kids & Family, Special Interest",1,24
"Action & Adventure, Comedy, Kids & Family, Television",0,8
"Action & Adventure, Comedy, Musical & Performing Arts",0,1
"Action & Adventure, Comedy, Musical & Performing Arts",1,1
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",0,5
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",1,4
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",0,3
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",1,8
"Action & Adventure, Comedy, Mystery & Suspense",0,539
"Action & Adventure, Comedy, Mystery & Suspense",1,623
"Action & Adventure, Comedy, Mystery & Suspense, Romance",0,17
"Action & Adventure, Comedy, Mystery & Suspense, Romance",1,7
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",0,84
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",1,410
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy, Television",1,1
"Action & Adventure, Comedy, Romance",0,469
"Action & Adventure, Comedy, Romance",1,327
"Action & Adventure, Comedy, Science Fiction & Fantasy",0,1331
"Action & Adventure, Comedy, Science Fiction & Fantasy",1,2063
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",0,17
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",1,3
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",0,6
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",1,14
"Action & Adventure, Comedy, Special Interest",0,7
"Action & Adventure, Comedy, Special Interest",1,19
"Action & Adventure, Comedy, Sports & Fitness",0,29
"Action & Adventure, Comedy, Sports & Fitness",1,91
"Action & Adventure, Comedy, Western",0,67
"Action & Adventure, Comedy, Western",1,115
"Action & Adventure, Cult Movies, Drama",0,4
"Action & Adventure, Cult Movies, Drama",1,18
"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense",0,2
"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense",1,1
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",0,17
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",1,19
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",0,3
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",1,4
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",0,4
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",1,18
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",0,35
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",1,80
"Action & Adventure, Cult Movies, Western",0,7
"Action & Adventure, Cult Movies, Western",1,13
"Action & Adventure, Documentary",0,6
"Action & Adventure, Documentary",1,15
"Action & Adventure, Documentary, Drama",0,14
"Action & Adventure, Documentary, Drama",1,20
"Action & Adventure, Documentary, Drama, Musical & Performing Arts",1,3
"Action & Adventure, Documentary, Drama, Mystery & Suspense",0,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense",1,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",0,19
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",1,4
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",0,5
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",1,13
"Action & Adventure, Documentary, Drama, Special Interest",0,6
"Action & Adventure, Documentary, Drama, Special Interest",1,29
"Action & Adventure, Documentary, Drama, Western",1,10
"Action & Adventure, Documentary, Kids & Family",1,2
"Action & Adventure, Documentary, Kids & Family, Special Interest",0,1
"Action & Adventure, Documentary, Kids & Family, Special Interest",1,4
"Action & Adventure, Documentary, Mystery & Suspense",0,7
"Action & Adventure, Documentary, Mystery & Suspense",1,36
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",0,8
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",1,45
"Action & Adventure, Documentary, Science Fiction & Fantasy, Television",0,1
"Action & Adventure, Documentary, Science Fiction & Fantasy, Television",1,1
"Action & Adventure, Documentary, Special Interest",0,18
"Action & Adventure, Documentary, Special Interest",1,106
"Action & Adventure, Documentary, Special Interest, Sports & Fitness",0,1
"Action & Adventure, Documentary, Special Interest, Sports & Fitness",1,17
"Action & Adventure, Documentary, Sports & Fitness",0,19
"Action & Adventure, Documentary, Sports & Fitness",1,50
"Action & Adventure, Documentary, Television, Sports & Fitness",1,4
"Action & Adventure, Documentary, Western",0,3
"Action & Adventure, Documentary, Western",1,2
"Action & Adventure, Drama",0,5878
"Action & Adventure, Drama",1,11223
"Action & Adventure, Drama, Horror",0,214
"Action & Adventure, Drama, Horror",1,101
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",0,4
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",1,6
"Action & Adventure, Drama, Horror, Mystery & Suspense",0,238
"Action & Adventure, Drama, Horror, Mystery & Suspense",1,358
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",0,72
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",1,140
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",0,244
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",1,217
"Action & Adventure, Drama, Horror, Western",0,95
"Action & Adventure, Drama, Horror, Western",1,12
"Action & Adventure, Drama, Kids & Family",0,181
"Action & Adventure, Drama, Kids & Family",1,372
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",0,55
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",1,563
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",0,150
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",1,407
"Action & Adventure, Drama, Musical & Performing Arts",0,2
"Action & Adventure, Drama, Musical & Performing Arts",1,7
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",0,13
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",1,8
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",0,11
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1,12
"Action & Adventure, Drama, Mystery & Suspense",0,5116
"Action & Adventure, Drama, Mystery & Suspense",1,9128
"Action & Adventure, Drama, Mystery & Suspense, Romance",0,91
"Action & Adventure, Drama, Mystery & Suspense, Romance",1,279
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,567
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,807
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",0,11
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",1,4
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",0,9
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",1,15
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",0,11
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",1,2
"Action & Adventure, Drama, Mystery & Suspense, Television",0,21
"Action & Adventure, Drama, Mystery & Suspense, Television",1,39
"Action & Adventure, Drama, Mystery & Suspense, Western",0,19
"Action & Adventure, Drama, Mystery & Suspense, Western",1,33
"Action & Adventure, Drama, Romance",0,407
"Action & Adventure, Drama, Romance",1,632
"Action & Adventure, Drama, Science Fiction & Fantasy",0,3277
"Action & Adventure, Drama, Science Fiction & Fantasy",1,7932
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",0,219
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",1,212
"Action & Adventure, Drama, Science Fiction & Fantasy, Television",0,2
"Action & Adventure, Drama, Special Interest",0,39
"Action & Adventure, Drama, Special Interest",1,11
"Action & Adventure, Drama, Special Interest, Western",0,30
"Action & Adventure, Drama, Special Interest, Western",1,67
"Action & Adventure, Drama, Sports & Fitness",0,60
"Action & Adventure, Drama, Sports & Fitness",1,201
"Action & Adventure, Drama, Television",0,1
"Action & Adventure, Drama, Television",1,1
"Action & Adventure, Drama, Western",0,274
"Action & Adventure, Drama, Western",1,1044
"Action & Adventure, Drama, Western, Romance",1,3
"Action & Adventure, Horror",0,602
"Action & Adventure, Horror",1,348
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",0,115
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",1,130
"Action & Adventure, Horror, Mystery & Suspense",0,711
"Action & Adventure, Horror, Mystery & Suspense",1,674
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",0,424
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",1,267
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",0,64
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",1,12
"Action & Adventure, Horror, Science Fiction & Fantasy",0,1254
"Action & Adventure, Horror, Science Fiction & Fantasy",1,1195
"Action & Adventure, Horror, Western",0,4
"Action & Adventure, Horror, Western",1,50
"Action & Adventure, Kids & Family",0,223
"Action & Adventure, Kids & Family",1,432
"Action & Adventure, Kids & Family, Mystery & Suspense",0,86
"Action & Adventure, Kids & Family, Mystery & Suspense",1,131
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",0,3
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",1,1
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",0,1009
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",1,1586
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",0,3
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",1,41
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Western",0,1
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Western",1,5
"Action & Adventure, Kids & Family, Television, Western",1,2
"Action & Adventure, Kids & Family, Western",0,91
"Action & Adventure, Kids & Family, Western",1,60
"Action & Adventure, Musical & Performing Arts, Mystery & Suspense",0,3
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",0,34
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",1,8
"Action & Adventure, Mystery & Suspense",0,3772
"Action & Adventure, Mystery & Suspense",1,5789
"Action & Adventure, Mystery & Suspense, Romance",0,92
"Action & Adventure, Mystery & Suspense, Romance",1,49
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",0,1754
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",1,3071
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy, Television",0,1
"Action & Adventure, Mystery & Suspense, Special Interest",0,2
"Action & Adventure, Mystery & Suspense, Special Interest",1,1
"Action & Adventure, Mystery & Suspense, Western",0,5
"Action & Adventure, Mystery & Suspense, Western",1,5
"Action & Adventure, Romance",0,145
"Action & Adventure, Romance",1,201
"Action & Adventure, Science Fiction & Fantasy",0,5714
"Action & Adventure, Science Fiction & Fantasy",1,9706
"Action & Adventure, Science Fiction & Fantasy, Faith & Spirituality",0,2
"Action & Adventure, Science Fiction & Fantasy, Romance",0,265
"Action & Adventure, Science Fiction & Fantasy, Romance",1,100
"Action & Adventure, Science Fiction & Fantasy, Television",0,16
"Action & Adventure, Science Fiction & Fantasy, Television",1,7
"Action & Adventure, Science Fiction & Fantasy, Western",0,76
"Action & Adventure, Science Fiction & Fantasy, Western",1,91
"Action & Adventure, Special Interest",0,4
"Action & Adventure, Special Interest",1,3
"Action & Adventure, Television",1,1
"Action & Adventure, Television, Western",0,1
"Action & Adventure, Western",0,128
"Action & Adventure, Western",1,246
Animation,0,124
Animation,1,484
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",0,5
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",1,21
"Animation, Anime & Manga, Art House & International, Drama",1,23
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,2
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,4
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",0,4
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",1,9
"Animation, Anime & Manga, Art House & International, Kids & Family",0,4
"Animation, Anime & Manga, Art House & International, Kids & Family",1,50
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",0,1
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",1,31
"Animation, Anime & Manga, Comedy, Romance",1,13
"Animation, Anime & Manga, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,18
"Animation, Anime & Manga, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,46
"Animation, Anime & Manga, Drama, Science Fiction & Fantasy",0,1
"Animation, Anime & Manga, Drama, Science Fiction & Fantasy",1,5
"Animation, Anime & Manga, Kids & Family, Science Fiction & Fantasy",0,21
"Animation, Anime & Manga, Kids & Family, Science Fiction & Fantasy",1,4
"Animation, Art House & International",0,5
"Animation, Art House & International",1,123
"Animation, Art House & International, Comedy",0,25
"Animation, Art House & International, Comedy",1,44
"Animation, Art House & International, Comedy, Drama",0,10
"Animation, Art House & International, Comedy, Drama",1,158
"Animation, Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",0,2
"Animation, Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",1,7
"Animation, Art House & International, Comedy, Drama, Science Fiction & Fantasy",0,6
"Animation, Art House & International, Comedy, Drama, Science Fiction & Fantasy",1,40
"Animation, Art House & International, Comedy, Kids & Family",0,7
"Animation, Art House & International, Comedy, Kids & Family",1,2
"Animation, Art House & International, Comedy, Kids & Family, Mystery & Suspense",0,4
"Animation, Art House & International, Comedy, Kids & Family, Mystery & Suspense",1,37
"Animation, Art House & International, Documentary",1,19
"Animation, Art House & International, Documentary, Special Interest",0,3
"Animation, Art House & International, Documentary, Special Interest",1,95
"Animation, Art House & International, Drama",0,6
"Animation, Art House & International, Drama",1,115
"Animation, Art House & International, Drama, Kids & Family",0,8
"Animation, Art House & International, Drama, Kids & Family",1,51
"Animation, Art House & International, Drama, Science Fiction & Fantasy",0,13
"Animation, Art House & International, Drama, Science Fiction & Fantasy",1,55
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Romance",0,7
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Romance",1,8
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Special Interest",1,2
"Animation, Art House & International, Drama, Special Interest",0,14
"Animation, Art House & International, Drama, Special Interest",1,56
"Animation, Art House & International, Drama, Television, Romance",0,3
"Animation, Art House & International, Drama, Television, Romance",1,6
"Animation, Art House & International, Horror",1,10
"Animation, Art House & International, Horror, Science Fiction & Fantasy, Special Interest",1,9
"Animation, Art House & International, Kids & Family",0,73
"Animation, Art House & International, Kids & Family",1,119
"Animation, Art House & International, Kids & Family, Mystery & Suspense",0,2
"Animation, Art House & International, Kids & Family, Mystery & Suspense",1,9
"Animation, Art House & International, Kids & Family, Science Fiction & Fantasy",0,8
"Animation, Art House & International, Kids & Family, Science Fiction & Fantasy",1,54
"Animation, Art House & International, Mystery & Suspense",0,3
"Animation, Art House & International, Mystery & Suspense",1,9
"Animation, Art House & International, Science Fiction & Fantasy",0,8
"Animation, Art House & International, Science Fiction & Fantasy",1,126
"Animation, Classics, Comedy, Drama, Kids & Family",1,5
"Animation, Classics, Comedy, Horror, Kids & Family",1,4
"Animation, Classics, Comedy, Kids & Family",1,5
"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",0,1
"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",1,1
"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television",1,10
"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense",1,28
"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",0,3
"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",1,13
"Animation, Classics, Comedy, Kids & Family, Special Interest",0,1
"Animation, Classics, Comedy, Kids & Family, Special Interest",1,5
"Animation, Classics, Kids & Family, Science Fiction & Fantasy",0,5
"Animation, Classics, Kids & Family, Science Fiction & Fantasy",1,97
"Animation, Classics, Kids & Family, Television",1,5
"Animation, Comedy",0,430
"Animation, Comedy",1,1014
"Animation, Comedy, Documentary, Drama, Special Interest, Romance",0,14
"Animation, Comedy, Documentary, Drama, Special Interest, Romance",1,6
"Animation, Comedy, Drama",0,143
"Animation, Comedy, Drama",1,342
"Animation, Comedy, Drama, Kids & Family",0,28
"Animation, Comedy, Drama, Kids & Family",1,58
"Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts",0,5
"Animation, Comedy, Drama, Science Fiction & Fantasy",0,4
"Animation, Comedy, Drama, Science Fiction & Fantasy",1,5
"Animation, Comedy, Horror, Romance",0,5
"Animation, Comedy, Horror, Romance",1,10
"Animation, Comedy, Horror, Science Fiction & Fantasy",0,11
"Animation, Comedy, Horror, Science Fiction & Fantasy",1,135
"Animation, Comedy, Kids & Family",0,1555
"Animation, Comedy, Kids & Family",1,3414
"Animation, Comedy, Kids & Family, Faith & Spirituality",0,15
"Animation, Comedy, Kids & Family, Faith & Spirituality",1,25
"Animation, Comedy, Kids & Family, Musical & Performing Arts",0,15
"Animation, Comedy, Kids & Family, Musical & Performing Arts",1,156
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Romance",1,3
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",0,14
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1,115
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Television",0,14
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Television",1,30
"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",0,177
"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",1,885
"Animation, Comedy, Kids & Family, Special Interest",0,75
"Animation, Comedy, Kids & Family, Special Interest",1,81
"Animation, Comedy, Musical & Performing Arts",0,27
"Animation, Comedy, Musical & Performing Arts",1,95
"Animation, Comedy, Musical & Performing Arts, Special Interest",0,4
"Animation, Comedy, Musical & Performing Arts, Special Interest",1,44
"Animation, Comedy, Science Fiction & Fantasy",0,29
"Animation, Comedy, Science Fiction & Fantasy",1,20
"Animation, Comedy, Science Fiction & Fantasy, Television",1,4
"Animation, Comedy, Special Interest",0,4
"Animation, Comedy, Special Interest",1,19
"Animation, Documentary",0,1
"Animation, Documentary",1,55
"Animation, Documentary, Kids & Family",0,5
"Animation, Documentary, Kids & Family",1,18
"Animation, Documentary, Kids & Family, Special Interest",1,23
"Animation, Documentary, Special Interest",0,4
"Animation, Documentary, Special Interest",1,28
"Animation, Drama",0,28
"Animation, Drama",1,324
"Animation, Drama, Kids & Family",0,91
"Animation, Drama, Kids & Family",1,381
"Animation, Drama, Kids & Family, Musical & Performing Arts",0,3
"Animation, Drama, Kids & Family, Musical & Performing Arts",1,41
"Animation, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",0,2
"Animation, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1,61
"Animation, Drama, Kids & Family, Mystery & Suspense",0,3
"Animation, Drama, Kids & Family, Mystery & Suspense",1,18
"Animation, Drama, Kids & Family, Science Fiction & Fantasy",0,67
"Animation, Drama, Kids & Family, Science Fiction & Fantasy",1,237
"Animation, Drama, Kids & Family, Science Fiction & Fantasy, Romance",0,9
"Animation, Drama, Kids & Family, Science Fiction & Fantasy, Romance",1,90
"Animation, Drama, Musical & Performing Arts",0,3
"Animation, Drama, Musical & Performing Arts",1,4
"Animation, Drama, Mystery & Suspense",0,20
"Animation, Drama, Mystery & Suspense",1,19
"Animation, Drama, Romance",0,4
"Animation, Drama, Romance",1,106
"Animation, Drama, Science Fiction & Fantasy",0,1
"Animation, Drama, Science Fiction & Fantasy",1,48
"Animation, Drama, Science Fiction & Fantasy, Special Interest",1,7
"Animation, Drama, Special Interest",0,17
"Animation, Drama, Special Interest",1,43
"Animation, Horror",0,1
"Animation, Horror",1,8
"Animation, Horror, Kids & Family",0,18
"Animation, Horror, Kids & Family",1,2
"Animation, Horror, Science Fiction & Fantasy",0,9
"Animation, Horror, Science Fiction & Fantasy",1,47
"Animation, Kids & Family",0,546
"Animation, Kids & Family",1,1234
"Animation, Kids & Family, Musical & Performing Arts",0,96
"Animation, Kids & Family, Musical & Performing Arts",1,94
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",0,14
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",1,96
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",0,2
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1,35
"Animation, Kids & Family, Musical & Performing Arts, Television",1,2
"Animation, Kids & Family, Science Fiction & Fantasy",0,343
"Animation, Kids & Family, Science Fiction & Fantasy",1,837
"Animation, Kids & Family, Science Fiction & Fantasy, Special Interest, Television",0,2
"Animation, Kids & Family, Science Fiction & Fantasy, Special Interest, Television",1,5
"Animation, Kids & Family, Television",0,15
"Animation, Kids & Family, Television",1,20
"Animation, Musical & Performing Arts",0,6
"Animation, Musical & Performing Arts",1,4
"Animation, Musical & Performing Arts, Romance",1,18
"Animation, Mystery & Suspense, Special Interest",0,4
"Animation, Mystery & Suspense, Special Interest",1,3
"Animation, Romance",0,11
"Animation, Romance",1,68
"Animation, Science Fiction & Fantasy",0,64
"Animation, Science Fiction & Fantasy",1,140
"Animation, Special Interest",0,9
"Animation, Special Interest",1,5
Art House & International,0,15
Art House & International,1,41
"Art House & International, Classics, Comedy",0,3
"Art House & International, Classics, Comedy",1,1
"Art House & International, Classics, Comedy, Drama",0,6
"Art House & International, Classics, Comedy, Drama",1,21
"Art House & International, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1,19
"Art House & International, Classics, Comedy, Drama, Mystery & Suspense",1,10
"Art House & International, Classics, Comedy, Drama, Romance",0,3
"Art House & International, Classics, Comedy, Drama, Romance",1,26
"Art House & International, Classics, Comedy, Drama, Science Fiction & Fantasy",1,6
"Art House & International, Classics, Comedy, Gay & Lesbian",1,3
"Art House & International, Classics, Comedy, Horror, Science Fiction & Fantasy",0,4
"Art House & International, Classics, Comedy, Horror, Science Fiction & Fantasy",1,1
"Art House & International, Classics, Comedy, Musical & Performing Arts",0,4
"Art House & International, Classics, Comedy, Musical & Performing Arts",1,23
"Art House & International, Classics, Cult Movies, Horror",0,1
"Art House & International, Classics, Cult Movies, Horror, Mystery & Suspense",1,29
"Art House & International, Classics, Cult Movies, Horror, Science Fiction & Fantasy",0,1
"Art House & International, Classics, Cult Movies, Horror, Science Fiction & Fantasy",1,3
"Art House & International, Classics, Documentary, Special Interest",0,3
"Art House & International, Classics, Documentary, Special Interest",1,27
"Art House & International, Classics, Drama",0,27
"Art House & International, Classics, Drama",1,334
"Art House & International, Classics, Drama, Horror",0,3
"Art House & International, Classics, Drama, Horror",1,10
"Art House & International, Classics, Drama, Horror, Mystery & Suspense",1,5
"Art House & International, Classics, Drama, Horror, Science Fiction & Fantasy",0,3
"Art House & International, Classics, Drama, Horror, Science Fiction & Fantasy",1,5
"Art House & International, Classics, Drama, Kids & Family, Mystery & Suspense",1,2
"Art House & International, Classics, Drama, Musical & Performing Arts",0,2
"Art House & International, Classics, Drama, Musical & Performing Arts",1,19
"Art House & International, Classics, Drama, Mystery & Suspense",0,13
"Art House & International, Classics, Drama, Mystery & Suspense",1,129
"Art House & International, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,1
"Art House & International, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,16
"Art House & International, Classics, Drama, Romance",0,16
"Art House & International, Classics, Drama, Romance",1,63
"Art House & International, Classics, Drama, Special Interest",0,2
"Art House & International, Classics, Drama, Special Interest",1,26
"Art House & International, Classics, Drama, Television",0,1
"Art House & International, Classics, Drama, Television",1,41
"Art House & International, Classics, Drama, Western",0,1
"Art House & International, Classics, Horror",0,3
"Art House & International, Classics, Horror",1,21
"Art House & International, Classics, Horror, Mystery & Suspense",0,4
"Art House & International, Classics, Horror, Mystery & Suspense",1,7
"Art House & International, Classics, Horror, Science Fiction & Fantasy",0,4
"Art House & International, Classics, Horror, Science Fiction & Fantasy",1,62
"Art House & International, Classics, Musical & Performing Arts, Romance",1,21
"Art House & International, Classics, Mystery & Suspense",0,2
"Art House & International, Classics, Mystery & Suspense",1,16
"Art House & International, Classics, Science Fiction & Fantasy",1,1
"Art House & International, Comedy",0,418
"Art House & International, Comedy",1,1173
"Art House & International, Comedy, Cult Movies, Drama, Mystery & Suspense",0,20
"Art House & International, Comedy, Cult Movies, Drama, Mystery & Suspense",1,17
"Art House & International, Comedy, Cult Movies, Musical & Performing Arts",0,2
"Art House & International, Comedy, Cult Movies, Musical & Performing Arts",1,9
"Art House & International, Comedy, Documentary, Drama",0,6
"Art House & International, Comedy, Documentary, Drama",1,50
"Art House & International, Comedy, Documentary, Drama, Kids & Family, Special Interest",0,3
