genres,sentiment,count
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense",Positive,9
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Negative,38
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Neutral,36
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Positive,102
"Action & Adventure, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Negative,74
"Action & Adventure, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Neutral,64
"Action & Adventure, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Positive,204
"Action & Adventure, Comedy, Drama, Musical & Performing Arts",Negative,2
"Action & Adventure, Comedy, Drama, Musical & Performing Arts",Neutral,5
"Action & Adventure, Comedy, Drama, Musical & Performing Arts",Positive,12
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance",Negative,5
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance",Neutral,6
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance",Positive,3
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance, Gay & Lesbian",Neutral,2
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance, Gay & Lesbian",Positive,19
"Action & Adventure, Comedy, Drama, Mystery & Suspense",Negative,351
"Action & Adventure, Comedy, Drama, Mystery & Suspense",Neutral,234
"Action & Adventure, Comedy, Drama, Mystery & Suspense",Positive,950
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Romance",Negative,13
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Romance",Neutral,14
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Romance",Positive,66
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Western",Negative,2
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Western",Neutral,4
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Western",Positive,12
"Action & Adventure, Comedy, Drama, Romance",Negative,183
"Action & Adventure, Comedy, Drama, Romance",Neutral,108
"Action & Adventure, Comedy, Drama, Romance",Positive,541
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",Negative,105
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",Neutral,77
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",Positive,320
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Romance",Negative,3
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Romance",Neutral,4
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Romance",Positive,17
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Television",Negative,1
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Television",Positive,4
"Action & Adventure, Comedy, Drama, Western",Negative,2
"Action & Adventure, Comedy, Drama, Western",Neutral,4
"Action & Adventure, Comedy, Drama, Western",Positive,5
"Action & Adventure, Comedy, Horror",Negative,194
"Action & Adventure, Comedy, Horror",Neutral,58
"Action & Adventure, Comedy, Horror",Positive,369
"Action & Adventure, Comedy, Horror, Musical & Performing Arts",Negative,2
"Action & Adventure, Comedy, Horror, Musical & Performing Arts",Neutral,1
"Action & Adventure, Comedy, Horror, Musical & Performing Arts",Positive,3
"Action & Adventure, Comedy, Horror, Mystery & Suspense",Negative,42
"Action & Adventure, Comedy, Horror, Mystery & Suspense",Neutral,15
"Action & Adventure, Comedy, Horror, Mystery & Suspense",Positive,63
"Action & Adventure, Comedy, Horror, Romance",Negative,7
"Action & Adventure, Comedy, Horror, Romance",Neutral,5
"Action & Adventure, Comedy, Horror, Romance",Positive,3
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Negative,58
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Neutral,20
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Positive,87
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Negative,88
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Neutral,38
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Positive,294
"Action & Adventure, Comedy, Horror, Television",Negative,4
"Action & Adventure, Comedy, Horror, Television",Neutral,1
"Action & Adventure, Comedy, Horror, Television",Positive,6
"Action & Adventure, Comedy, Kids & Family",Negative,637
"Action & Adventure, Comedy, Kids & Family",Neutral,426
"Action & Adventure, Comedy, Kids & Family",Positive,1571
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",Negative,21
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",Neutral,21
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",Positive,42
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Negative,3
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Neutral,5
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Positive,20
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",Negative,198
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",Neutral,145
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",Positive,648
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Negative,34
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Neutral,18
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Positive,68
"Action & Adventure, Comedy, Kids & Family, Romance",Negative,62
"Action & Adventure, Comedy, Kids & Family, Romance",Neutral,35
"Action & Adventure, Comedy, Kids & Family, Romance",Positive,135
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Negative,342
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Neutral,271
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Positive,1129
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Negative,1
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Neutral,2
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Positive,14
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",Negative,1
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",Neutral,2
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",Positive,1
"Action & Adventure, Comedy, Kids & Family, Special Interest",Negative,13
"Action & Adventure, Comedy, Kids & Family, Special Interest",Neutral,13
"Action & Adventure, Comedy, Kids & Family, Special Interest",Positive,47
"Action & Adventure, Comedy, Kids & Family, Television",Negative,5
"Action & Adventure, Comedy, Kids & Family, Television",Positive,8
"Action & Adventure, Comedy, Musical & Performing Arts",Negative,2
"Action & Adventure, Comedy, Musical & Performing Arts",Neutral,2
"Action & Adventure, Comedy, Musical & Performing Arts",Positive,8
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Negative,3
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Neutral,3
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Positive,7
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",Negative,7
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",Neutral,7
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",Positive,15
"Action & Adventure, Comedy, Mystery & Suspense",Negative,648
"Action & Adventure, Comedy, Mystery & Suspense",Neutral,295
"Action & Adventure, Comedy, Mystery & Suspense",Positive,1275
"Action & Adventure, Comedy, Mystery & Suspense, Romance",Negative,9
"Action & Adventure, Comedy, Mystery & Suspense, Romance",Neutral,7
"Action & Adventure, Comedy, Mystery & Suspense, Romance",Positive,24
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Negative,115
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Neutral,92
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Positive,582
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy, Television",Negative,1
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy, Television",Positive,4
"Action & Adventure, Comedy, Romance",Negative,384
"Action & Adventure, Comedy, Romance",Neutral,178
"Action & Adventure, Comedy, Romance",Positive,904
"Action & Adventure, Comedy, Science Fiction & Fantasy",Negative,1285
"Action & Adventure, Comedy, Science Fiction & Fantasy",Neutral,675
"Action & Adventure, Comedy, Science Fiction & Fantasy",Positive,3594
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",Negative,15
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",Neutral,12
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",Positive,11
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",Negative,9
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",Neutral,6
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",Positive,16
"Action & Adventure, Comedy, Special Interest",Negative,14
"Action & Adventure, Comedy, Special Interest",Neutral,6
"Action & Adventure, Comedy, Special Interest",Positive,18
"Action & Adventure, Comedy, Sports & Fitness",Negative,28
"Action & Adventure, Comedy, Sports & Fitness",Neutral,21
"Action & Adventure, Comedy, Sports & Fitness",Positive,135
"Action & Adventure, Comedy, Western",Negative,97
"Action & Adventure, Comedy, Western",Neutral,80
"Action & Adventure, Comedy, Western",Positive,287
"Action & Adventure, Cult Movies, Drama",Negative,7
"Action & Adventure, Cult Movies, Drama",Neutral,4
"Action & Adventure, Cult Movies, Drama",Positive,21
"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense",Negative,1
"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense",Positive,3
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Negative,31
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Neutral,13
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Positive,30
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",Negative,1
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",Neutral,3
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",Positive,7
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",Negative,4
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",Neutral,5
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",Positive,24
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",Negative,79
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",Neutral,44
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",Positive,126
"Action & Adventure, Cult Movies, Western",Negative,13
"Action & Adventure, Cult Movies, Western",Neutral,2
"Action & Adventure, Cult Movies, Western",Positive,13
"Action & Adventure, Documentary",Negative,9
"Action & Adventure, Documentary",Neutral,6
"Action & Adventure, Documentary",Positive,62
"Action & Adventure, Documentary, Drama",Negative,20
"Action & Adventure, Documentary, Drama",Neutral,9
"Action & Adventure, Documentary, Drama",Positive,46
"Action & Adventure, Documentary, Drama, Musical & Performing Arts",Negative,4
"Action & Adventure, Documentary, Drama, Musical & Performing Arts",Positive,4
"Action & Adventure, Documentary, Drama, Mystery & Suspense",Negative,4
"Action & Adventure, Documentary, Drama, Mystery & Suspense",Neutral,1
"Action & Adventure, Documentary, Drama, Mystery & Suspense",Positive,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",Negative,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",Neutral,1
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",Positive,1
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",Negative,36
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",Neutral,10
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",Positive,20
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",Negative,4
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",Neutral,6
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",Positive,16
"Action & Adventure, Documentary, Drama, Special Interest",Negative,16
"Action & Adventure, Documentary, Drama, Special Interest",Neutral,8
"Action & Adventure, Documentary, Drama, Special Interest",Positive,39
"Action & Adventure, Documentary, Drama, Western",Negative,4
"Action & Adventure, Documentary, Drama, Western",Neutral,12
"Action & Adventure, Documentary, Drama, Western",Positive,18
"Action & Adventure, Documentary, Kids & Family",Positive,2
"Action & Adventure, Documentary, Kids & Family, Special Interest",Negative,2
"Action & Adventure, Documentary, Kids & Family, Special Interest",Neutral,1
"Action & Adventure, Documentary, Kids & Family, Special Interest",Positive,5
"Action & Adventure, Documentary, Mystery & Suspense",Negative,20
"Action & Adventure, Documentary, Mystery & Suspense",Neutral,11
"Action & Adventure, Documentary, Mystery & Suspense",Positive,42
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",Negative,31
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",Neutral,9
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",Positive,44
"Action & Adventure, Documentary, Science Fiction & Fantasy, Television",Negative,1
"Action & Adventure, Documentary, Science Fiction & Fantasy, Television",Positive,1
"Action & Adventure, Documentary, Special Interest",Negative,39
"Action & Adventure, Documentary, Special Interest",Neutral,32
"Action & Adventure, Documentary, Special Interest",Positive,121
"Action & Adventure, Documentary, Special Interest, Sports & Fitness",Negative,2
"Action & Adventure, Documentary, Special Interest, Sports & Fitness",Neutral,4
"Action & Adventure, Documentary, Special Interest, Sports & Fitness",Positive,48
"Action & Adventure, Documentary, Sports & Fitness",Negative,12
"Action & Adventure, Documentary, Sports & Fitness",Neutral,26
"Action & Adventure, Documentary, Sports & Fitness",Positive,85
"Action & Adventure, Documentary, Television, Sports & Fitness",Neutral,2
"Action & Adventure, Documentary, Television, Sports & Fitness",Positive,4
"Action & Adventure, Documentary, Western",Negative,3
"Action & Adventure, Documentary, Western",Neutral,2
"Action & Adventure, Documentary, Western",Positive,5
"Action & Adventure, Drama",Negative,9532
"Action & Adventure, Drama",Neutral,4673
"Action & Adventure, Drama",Positive,17664
"Action & Adventure, Drama, Horror",Negative,223
"Action & Adventure, Drama, Horror",Neutral,73
"Action & Adventure, Drama, Horror",Positive,282
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",Negative,3
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",Neutral,1
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",Positive,9
"Action & Adventure, Drama, Horror, Mystery & Suspense",Negative,374
"Action & Adventure, Drama, Horror, Mystery & Suspense",Neutral,158
"Action & Adventure, Drama, Horror, Mystery & Suspense",Positive,460
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Negative,154
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Neutral,47
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Positive,147
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",Negative,360
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",Neutral,135
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",Positive,601
"Action & Adventure, Drama, Horror, Western",Negative,72
"Action & Adventure, Drama, Horror, Western",Neutral,24
"Action & Adventure, Drama, Horror, Western",Positive,53
"Action & Adventure, Drama, Kids & Family",Negative,152
"Action & Adventure, Drama, Kids & Family",Neutral,130
"Action & Adventure, Drama, Kids & Family",Positive,737
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Negative,173
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Neutral,133
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Positive,681
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Negative,163
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Neutral,113
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Positive,657
"Action & Adventure, Drama, Musical & Performing Arts",Negative,6
"Action & Adventure, Drama, Musical & Performing Arts",Positive,18
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",Negative,17
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",Neutral,4
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",Positive,18
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Negative,20
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Neutral,3
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Positive,15
"Action & Adventure, Drama, Mystery & Suspense",Negative,8731
"Action & Adventure, Drama, Mystery & Suspense",Neutral,4137
"Action & Adventure, Drama, Mystery & Suspense",Positive,14728
"Action & Adventure, Drama, Mystery & Suspense, Romance",Negative,163
"Action & Adventure, Drama, Mystery & Suspense, Romance",Neutral,156
"Action & Adventure, Drama, Mystery & Suspense, Romance",Positive,481
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Negative,696
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Neutral,358
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Positive,1251
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Negative,14
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Neutral,9
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Positive,18
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Negative,9
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Neutral,5
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Positive,19
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",Negative,4
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",Neutral,3
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",Positive,8
"Action & Adventure, Drama, Mystery & Suspense, Television",Negative,54
"Action & Adventure, Drama, Mystery & Suspense, Television",Neutral,34
"Action & Adventure, Drama, Mystery & Suspense, Television",Positive,58
"Action & Adventure, Drama, Mystery & Suspense, Western",Negative,38
"Action & Adventure, Drama, Mystery & Suspense, Western",Neutral,36
"Action & Adventure, Drama, Mystery & Suspense, Western",Positive,94
"Action & Adventure, Drama, Romance",Negative,527
"Action & Adventure, Drama, Romance",Neutral,301
"Action & Adventure, Drama, Romance",Positive,1160
"Action & Adventure, Drama, Science Fiction & Fantasy",Negative,5527
"Action & Adventure, Drama, Science Fiction & Fantasy",Neutral,2845
"Action & Adventure, Drama, Science Fiction & Fantasy",Positive,14825
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",Negative,241
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",Neutral,117
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",Positive,532
"Action & Adventure, Drama, Science Fiction & Fantasy, Television",Negative,2
"Action & Adventure, Drama, Science Fiction & Fantasy, Television",Neutral,2
"Action & Adventure, Drama, Science Fiction & Fantasy, Television",Positive,1
"Action & Adventure, Drama, Special Interest",Negative,36
"Action & Adventure, Drama, Special Interest",Neutral,7
"Action & Adventure, Drama, Special Interest",Positive,45
"Action & Adventure, Drama, Special Interest, Western",Negative,60
"Action & Adventure, Drama, Special Interest, Western",Neutral,20
"Action & Adventure, Drama, Special Interest, Western",Positive,79
"Action & Adventure, Drama, Sports & Fitness",Negative,85
"Action & Adventure, Drama, Sports & Fitness",Neutral,64
"Action & Adventure, Drama, Sports & Fitness",Positive,378
"Action & Adventure, Drama, Television",Negative,2
"Action & Adventure, Drama, Television",Positive,5
"Action & Adventure, Drama, Western",Negative,605
"Action & Adventure, Drama, Western",Neutral,349
"Action & Adventure, Drama, Western",Positive,1405
"Action & Adventure, Drama, Western, Romance",Negative,3
"Action & Adventure, Drama, Western, Romance",Neutral,2
"Action & Adventure, Drama, Western, Romance",Positive,6
"Action & Adventure, Horror",Negative,691
"Action & Adventure, Horror",Neutral,270
"Action & Adventure, Horror",Positive,710
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",Negative,97
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",Neutral,50
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",Positive,226
"Action & Adventure, Horror, Mystery & Suspense",Negative,994
"Action & Adventure, Horror, Mystery & Suspense",Neutral,367
"Action & Adventure, Horror, Mystery & Suspense",Positive,1238
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Negative,408
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Neutral,182
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Positive,568
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",Negative,39
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",Neutral,19
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",Positive,42
"Action & Adventure, Horror, Science Fiction & Fantasy",Negative,1411
"Action & Adventure, Horror, Science Fiction & Fantasy",Neutral,692
"Action & Adventure, Horror, Science Fiction & Fantasy",Positive,2158
"Action & Adventure, Horror, Western",Negative,30
"Action & Adventure, Horror, Western",Neutral,15
"Action & Adventure, Horror, Western",Positive,49
"Action & Adventure, Kids & Family",Negative,186
"Action & Adventure, Kids & Family",Neutral,147
"Action & Adventure, Kids & Family",Positive,736
"Action & Adventure, Kids & Family, Mystery & Suspense",Negative,85
"Action & Adventure, Kids & Family, Mystery & Suspense",Neutral,56
"Action & Adventure, Kids & Family, Mystery & Suspense",Positive,316
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Negative,2
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Neutral,4
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Positive,8
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Negative,968
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Neutral,562
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Positive,2658
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",Negative,16
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",Neutral,11
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",Positive,117
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Western",Neutral,3
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Western",Positive,11
"Action & Adventure, Kids & Family, Television, Western",Neutral,1
"Action & Adventure, Kids & Family, Television, Western",Positive,2
"Action & Adventure, Kids & Family, Western",Negative,105
"Action & Adventure, Kids & Family, Western",Neutral,26
"Action & Adventure, Kids & Family, Western",Positive,115
"Action & Adventure, Musical & Performing Arts, Mystery & Suspense",Neutral,1
"Action & Adventure, Musical & Performing Arts, Mystery & Suspense",Positive,2
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",Negative,19
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",Neutral,17
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",Positive,43
"Action & Adventure, Mystery & Suspense",Negative,5423
"Action & Adventure, Mystery & Suspense",Neutral,2579
"Action & Adventure, Mystery & Suspense",Positive,9270
"Action & Adventure, Mystery & Suspense, Romance",Negative,56
"Action & Adventure, Mystery & Suspense, Romance",Neutral,32
"Action & Adventure, Mystery & Suspense, Romance",Positive,127
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Negative,2280
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Neutral,1352
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Positive,5559
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy, Television",Negative,1
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy, Television",Positive,1
"Action & Adventure, Mystery & Suspense, Special Interest",Negative,2
"Action & Adventure, Mystery & Suspense, Special Interest",Neutral,1
"Action & Adventure, Mystery & Suspense, Special Interest",Positive,2
"Action & Adventure, Mystery & Suspense, Western",Negative,11
"Action & Adventure, Mystery & Suspense, Western",Neutral,9
"Action & Adventure, Mystery & Suspense, Western",Positive,7
"Action & Adventure, Romance",Negative,149
"Action & Adventure, Romance",Neutral,83
"Action & Adventure, Romance",Positive,350
"Action & Adventure, Science Fiction & Fantasy",Negative,7186
"Action & Adventure, Science Fiction & Fantasy",Neutral,3900
"Action & Adventure, Science Fiction & Fantasy",Positive,18143
"Action & Adventure, Science Fiction & Fantasy, Faith & Spirituality",Negative,1
"Action & Adventure, Science Fiction & Fantasy, Faith & Spirituality",Positive,4
"Action & Adventure, Science Fiction & Fantasy, Romance",Negative,197
"Action & Adventure, Science Fiction & Fantasy, Romance",Neutral,112
"Action & Adventure, Science Fiction & Fantasy, Romance",Positive,470
"Action & Adventure, Science Fiction & Fantasy, Television",Negative,13
"Action & Adventure, Science Fiction & Fantasy, Television",Neutral,6
"Action & Adventure, Science Fiction & Fantasy, Television",Positive,17
"Action & Adventure, Science Fiction & Fantasy, Western",Negative,64
"Action & Adventure, Science Fiction & Fantasy, Western",Neutral,32
"Action & Adventure, Science Fiction & Fantasy, Western",Positive,158
"Action & Adventure, Special Interest",Negative,5
"Action & Adventure, Special Interest",Neutral,2
"Action & Adventure, Special Interest",Positive,7
"Action & Adventure, Television",Neutral,1
"Action & Adventure, Television, Western",Neutral,1
"Action & Adventure, Television, Western",Positive,2
"Action & Adventure, Western",Negative,191
"Action & Adventure, Western",Neutral,150
"Action & Adventure, Western",Positive,426
Animation,Negative,220
Animation,Neutral,94
Animation,Positive,733
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",Negative,9
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",Neutral,10
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",Positive,25
"Animation, Anime & Manga, Art House & International, Drama",Negative,15
"Animation, Anime & Manga, Art House & International, Drama",Neutral,3
"Animation, Anime & Manga, Art House & International, Drama",Positive,18
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Negative,5
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Neutral,5
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Positive,11
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",Negative,2
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",Neutral,2
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",Positive,14
"Animation, Anime & Manga, Art House & International, Kids & Family",Negative,7
"Animation, Anime & Manga, Art House & International, Kids & Family",Neutral,8
"Animation, Anime & Manga, Art House & International, Kids & Family",Positive,68
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",Negative,9
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",Neutral,5
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",Positive,31
"Animation, Anime & Manga, Comedy, Romance",Negative,6
"Animation, Anime & Manga, Comedy, Romance",Neutral,6
"Animation, Anime & Manga, Comedy, Romance",Positive,46
