genres,review_type,count
"Action & Adventure, Classics, Mystery & Suspense, Science Fiction & Fantasy",Fresh,26
"Action & Adventure, Classics, Mystery & Suspense, Science Fiction & Fantasy",Rotten,15
"Action & Adventure, Classics, Mystery & Suspense, Special Interest",Fresh,12
"Action & Adventure, Classics, Mystery & Suspense, Special Interest",Rotten,5
"Action & Adventure, Classics, Romance",Fresh,40
"Action & Adventure, Classics, Science Fiction & Fantasy",Fresh,365
"Action & Adventure, Classics, Science Fiction & Fantasy",Rotten,119
"Action & Adventure, Classics, Science Fiction & Fantasy, Western",Fresh,22
"Action & Adventure, Classics, Science Fiction & Fantasy, Western",Rotten,3
"Action & Adventure, Classics, Western",Fresh,295
"Action & Adventure, Classics, Western",Rotten,42
"Action & Adventure, Classics, Western, Romance",Fresh,19
"Action & Adventure, Classics, Western, Romance",Rotten,14
"Action & Adventure, Comedy",Fresh,6911
"Action & Adventure, Comedy",Rotten,8617
"Action & Adventure, Comedy, Cult Movies",Fresh,12
"Action & Adventure, Comedy, Cult Movies",Rotten,14
"Action & Adventure, Comedy, Cult Movies, Drama, Musical & Performing Arts",Fresh,5
"Action & Adventure, Comedy, Cult Movies, Mystery & Suspense",Fresh,14
"Action & Adventure, Comedy, Cult Movies, Mystery & Suspense",Rotten,9
"Action & Adventure, Comedy, Cult Movies, Western",Fresh,13
"Action & Adventure, Comedy, Cult Movies, Western",Rotten,10
"Action & Adventure, Comedy, Documentary",Fresh,82
"Action & Adventure, Comedy, Documentary",Rotten,44
"Action & Adventure, Comedy, Documentary, Musical & Performing Arts",Fresh,14
"Action & Adventure, Comedy, Documentary, Musical & Performing Arts",Rotten,115
"Action & Adventure, Comedy, Documentary, Sports & Fitness",Fresh,1
"Action & Adventure, Comedy, Documentary, Sports & Fitness",Rotten,16
"Action & Adventure, Comedy, Drama",Fresh,3459
"Action & Adventure, Comedy, Drama",Rotten,3350
"Action & Adventure, Comedy, Drama, Horror",Fresh,188
"Action & Adventure, Comedy, Drama, Horror",Rotten,38
"Action & Adventure, Comedy, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,9
"Action & Adventure, Comedy, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,49
"Action & Adventure, Comedy, Drama, Kids & Family",Fresh,106
"Action & Adventure, Comedy, Drama, Kids & Family",Rotten,298
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense",Fresh,6
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense",Rotten,9
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Fresh,40
"Action & Adventure, Comedy, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rotten,136
"Action & Adventure, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,136
"Action & Adventure, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,206
"Action & Adventure, Comedy, Drama, Musical & Performing Arts",Fresh,15
"Action & Adventure, Comedy, Drama, Musical & Performing Arts",Rotten,4
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance",Fresh,1
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance",Rotten,13
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance, Gay & Lesbian",Fresh,15
"Action & Adventure, Comedy, Drama, Musical & Performing Arts, Romance, Gay & Lesbian",Rotten,6
"Action & Adventure, Comedy, Drama, Mystery & Suspense",Fresh,846
"Action & Adventure, Comedy, Drama, Mystery & Suspense",Rotten,689
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Romance",Fresh,84
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Romance",Rotten,9
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Western",Fresh,6
"Action & Adventure, Comedy, Drama, Mystery & Suspense, Western",Rotten,12
"Action & Adventure, Comedy, Drama, Romance",Fresh,364
"Action & Adventure, Comedy, Drama, Romance",Rotten,468
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",Fresh,349
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",Rotten,153
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Romance",Fresh,20
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Romance",Rotten,4
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Television",Fresh,3
"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy, Television",Rotten,2
"Action & Adventure, Comedy, Drama, Western",Fresh,4
"Action & Adventure, Comedy, Drama, Western",Rotten,7
"Action & Adventure, Comedy, Horror",Fresh,336
"Action & Adventure, Comedy, Horror",Rotten,285
"Action & Adventure, Comedy, Horror, Musical & Performing Arts",Fresh,6
"Action & Adventure, Comedy, Horror, Mystery & Suspense",Fresh,55
"Action & Adventure, Comedy, Horror, Mystery & Suspense",Rotten,65
"Action & Adventure, Comedy, Horror, Romance",Fresh,6
"Action & Adventure, Comedy, Horror, Romance",Rotten,9
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Fresh,89
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Rotten,76
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Fresh,384
"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Rotten,36
"Action & Adventure, Comedy, Horror, Television",Fresh,3
"Action & Adventure, Comedy, Horror, Television",Rotten,8
"Action & Adventure, Comedy, Kids & Family",Fresh,947
"Action & Adventure, Comedy, Kids & Family",Rotten,1687
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",Fresh,36
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",Rotten,48
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,19
"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,9
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",Fresh,535
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",Rotten,456
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Fresh,26
"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rotten,94
"Action & Adventure, Comedy, Kids & Family, Romance",Fresh,76
"Action & Adventure, Comedy, Kids & Family, Romance",Rotten,156
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Fresh,857
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Rotten,885
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Fresh,14
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Rotten,3
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",Fresh,2
"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Television",Rotten,2
"Action & Adventure, Comedy, Kids & Family, Special Interest",Fresh,39
"Action & Adventure, Comedy, Kids & Family, Special Interest",Rotten,34
"Action & Adventure, Comedy, Kids & Family, Television",Fresh,3
"Action & Adventure, Comedy, Kids & Family, Television",Rotten,10
"Action & Adventure, Comedy, Musical & Performing Arts",Fresh,8
"Action & Adventure, Comedy, Musical & Performing Arts",Rotten,4
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,5
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,8
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",Fresh,18
"Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Western",Rotten,11
"Action & Adventure, Comedy, Mystery & Suspense",Fresh,1118
"Action & Adventure, Comedy, Mystery & Suspense",Rotten,1100
"Action & Adventure, Comedy, Mystery & Suspense, Romance",Fresh,9
"Action & Adventure, Comedy, Mystery & Suspense, Romance",Rotten,31
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Fresh,597
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Rotten,192
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy, Television",Fresh,3
"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy, Television",Rotten,2
"Action & Adventure, Comedy, Romance",Fresh,684
"Action & Adventure, Comedy, Romance",Rotten,782
"Action & Adventure, Comedy, Science Fiction & Fantasy",Fresh,3121
"Action & Adventure, Comedy, Science Fiction & Fantasy",Rotten,2433
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",Fresh,5
"Action & Adventure, Comedy, Science Fiction & Fantasy, Romance",Rotten,33
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",Fresh,20
"Action & Adventure, Comedy, Science Fiction & Fantasy, Special Interest",Rotten,11
"Action & Adventure, Comedy, Special Interest",Fresh,26
"Action & Adventure, Comedy, Special Interest",Rotten,12
"Action & Adventure, Comedy, Sports & Fitness",Fresh,131
"Action & Adventure, Comedy, Sports & Fitness",Rotten,53
"Action & Adventure, Comedy, Western",Fresh,277
"Action & Adventure, Comedy, Western",Rotten,187
"Action & Adventure, Cult Movies, Drama",Fresh,27
"Action & Adventure, Cult Movies, Drama",Rotten,5
"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense",Fresh,1
"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense",Rotten,3
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Fresh,43
"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Rotten,31
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",Fresh,6
"Action & Adventure, Cult Movies, Drama, Science Fiction & Fantasy",Rotten,5
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",Fresh,25
"Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy",Rotten,8
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",Fresh,146
"Action & Adventure, Cult Movies, Science Fiction & Fantasy",Rotten,103
"Action & Adventure, Cult Movies, Western",Fresh,15
"Action & Adventure, Cult Movies, Western",Rotten,13
"Action & Adventure, Documentary",Fresh,59
"Action & Adventure, Documentary",Rotten,18
"Action & Adventure, Documentary, Drama",Fresh,41
"Action & Adventure, Documentary, Drama",Rotten,34
"Action & Adventure, Documentary, Drama, Musical & Performing Arts",Fresh,5
"Action & Adventure, Documentary, Drama, Musical & Performing Arts",Rotten,3
"Action & Adventure, Documentary, Drama, Mystery & Suspense",Fresh,5
"Action & Adventure, Documentary, Drama, Mystery & Suspense",Rotten,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,2
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",Fresh,14
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Special Interest",Rotten,52
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",Fresh,18
"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",Rotten,8
"Action & Adventure, Documentary, Drama, Special Interest",Fresh,49
"Action & Adventure, Documentary, Drama, Special Interest",Rotten,14
"Action & Adventure, Documentary, Drama, Western",Fresh,30
"Action & Adventure, Documentary, Drama, Western",Rotten,4
"Action & Adventure, Documentary, Kids & Family",Fresh,2
"Action & Adventure, Documentary, Kids & Family, Special Interest",Fresh,6
"Action & Adventure, Documentary, Kids & Family, Special Interest",Rotten,2
"Action & Adventure, Documentary, Mystery & Suspense",Fresh,57
"Action & Adventure, Documentary, Mystery & Suspense",Rotten,16
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",Fresh,72
"Action & Adventure, Documentary, Mystery & Suspense, Special Interest",Rotten,12
"Action & Adventure, Documentary, Science Fiction & Fantasy, Television",Fresh,1
"Action & Adventure, Documentary, Science Fiction & Fantasy, Television",Rotten,1
"Action & Adventure, Documentary, Special Interest",Fresh,162
"Action & Adventure, Documentary, Special Interest",Rotten,30
"Action & Adventure, Documentary, Special Interest, Sports & Fitness",Fresh,54
"Action & Adventure, Documentary, Sports & Fitness",Fresh,84
"Action & Adventure, Documentary, Sports & Fitness",Rotten,39
"Action & Adventure, Documentary, Television, Sports & Fitness",Fresh,6
"Action & Adventure, Documentary, Western",Fresh,5
"Action & Adventure, Documentary, Western",Rotten,5
"Action & Adventure, Drama",Fresh,19284
"Action & Adventure, Drama",Rotten,12585
"Action & Adventure, Drama, Horror",Fresh,185
"Action & Adventure, Drama, Horror",Rotten,393
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",Fresh,8
"Action & Adventure, Drama, Horror, Kids & Family, Mystery & Suspense",Rotten,5
"Action & Adventure, Drama, Horror, Mystery & Suspense",Fresh,521
"Action & Adventure, Drama, Horror, Mystery & Suspense",Rotten,471
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,221
"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,127
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",Fresh,523
"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",Rotten,573
"Action & Adventure, Drama, Horror, Western",Fresh,17
"Action & Adventure, Drama, Horror, Western",Rotten,132
"Action & Adventure, Drama, Kids & Family",Fresh,701
"Action & Adventure, Drama, Kids & Family",Rotten,318
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Fresh,830
"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rotten,157
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,614
"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,319
"Action & Adventure, Drama, Musical & Performing Arts",Fresh,20
"Action & Adventure, Drama, Musical & Performing Arts",Rotten,4
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",Fresh,13
"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",Rotten,26
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,19
"Action & Adventure, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,19
"Action & Adventure, Drama, Mystery & Suspense",Fresh,16096
"Action & Adventure, Drama, Mystery & Suspense",Rotten,11500
"Action & Adventure, Drama, Mystery & Suspense, Romance",Fresh,495
"Action & Adventure, Drama, Mystery & Suspense, Romance",Rotten,305
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,1189
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,1116
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Fresh,7
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Rotten,34
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,23
"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,10
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",Fresh,1
"Action & Adventure, Drama, Mystery & Suspense, Special Interest",Rotten,14
"Action & Adventure, Drama, Mystery & Suspense, Television",Fresh,61
"Action & Adventure, Drama, Mystery & Suspense, Television",Rotten,85
"Action & Adventure, Drama, Mystery & Suspense, Western",Fresh,92
"Action & Adventure, Drama, Mystery & Suspense, Western",Rotten,76
"Action & Adventure, Drama, Romance",Fresh,1042
"Action & Adventure, Drama, Romance",Rotten,946
"Action & Adventure, Drama, Science Fiction & Fantasy",Fresh,15868
"Action & Adventure, Drama, Science Fiction & Fantasy",Rotten,7329
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",Fresh,390
"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",Rotten,500
"Action & Adventure, Drama, Science Fiction & Fantasy, Television",Fresh,2
"Action & Adventure, Drama, Science Fiction & Fantasy, Television",Rotten,3
"Action & Adventure, Drama, Special Interest",Fresh,24
"Action & Adventure, Drama, Special Interest",Rotten,64
"Action & Adventure, Drama, Special Interest, Western",Fresh,90
"Action & Adventure, Drama, Special Interest, Western",Rotten,69
"Action & Adventure, Drama, Sports & Fitness",Fresh,352
"Action & Adventure, Drama, Sports & Fitness",Rotten,175
"Action & Adventure, Drama, Television",Fresh,5
"Action & Adventure, Drama, Television",Rotten,2
"Action & Adventure, Drama, Western",Fresh,1759
"Action & Adventure, Drama, Western",Rotten,600
"Action & Adventure, Drama, Western, Romance",Fresh,7
"Action & Adventure, Drama, Western, Romance",Rotten,4
"Action & Adventure, Horror",Fresh,595
"Action & Adventure, Horror",Rotten,1076
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",Fresh,174
"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",Rotten,199
"Action & Adventure, Horror, Mystery & Suspense",Fresh,1252
"Action & Adventure, Horror, Mystery & Suspense",Rotten,1347
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,395
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,763
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",Fresh,15
"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",Rotten,85
"Action & Adventure, Horror, Science Fiction & Fantasy",Fresh,1860
"Action & Adventure, Horror, Science Fiction & Fantasy",Rotten,2401
"Action & Adventure, Horror, Western",Fresh,85
"Action & Adventure, Horror, Western",Rotten,9
"Action & Adventure, Kids & Family",Fresh,707
"Action & Adventure, Kids & Family",Rotten,362
"Action & Adventure, Kids & Family, Mystery & Suspense",Fresh,282
"Action & Adventure, Kids & Family, Mystery & Suspense",Rotten,175
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Fresh,8
"Action & Adventure, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rotten,6
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Fresh,2302
"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Rotten,1886
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",Fresh,136
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance",Rotten,8
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Western",Fresh,9
"Action & Adventure, Kids & Family, Science Fiction & Fantasy, Western",Rotten,5
"Action & Adventure, Kids & Family, Television, Western",Fresh,3
"Action & Adventure, Kids & Family, Western",Fresh,75
"Action & Adventure, Kids & Family, Western",Rotten,171
"Action & Adventure, Musical & Performing Arts, Mystery & Suspense",Rotten,3
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,17
"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,62
"Action & Adventure, Mystery & Suspense",Fresh,9741
"Action & Adventure, Mystery & Suspense",Rotten,7531
"Action & Adventure, Mystery & Suspense, Romance",Fresh,71
"Action & Adventure, Mystery & Suspense, Romance",Rotten,144
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Fresh,5294
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Rotten,3897
"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy, Television",Rotten,2
"Action & Adventure, Mystery & Suspense, Special Interest",Fresh,2
"Action & Adventure, Mystery & Suspense, Special Interest",Rotten,3
"Action & Adventure, Mystery & Suspense, Western",Fresh,9
"Action & Adventure, Mystery & Suspense, Western",Rotten,18
"Action & Adventure, Romance",Fresh,302
"Action & Adventure, Romance",Rotten,280
"Action & Adventure, Science Fiction & Fantasy",Fresh,17357
"Action & Adventure, Science Fiction & Fantasy",Rotten,11872
"Action & Adventure, Science Fiction & Fantasy, Faith & Spirituality",Fresh,1
"Action & Adventure, Science Fiction & Fantasy, Faith & Spirituality",Rotten,4
"Action & Adventure, Science Fiction & Fantasy, Romance",Fresh,201
"Action & Adventure, Science Fiction & Fantasy, Romance",Rotten,578
"Action & Adventure, Science Fiction & Fantasy, Television",Fresh,12
"Action & Adventure, Science Fiction & Fantasy, Television",Rotten,24
"Action & Adventure, Science Fiction & Fantasy, Western",Fresh,113
"Action & Adventure, Science Fiction & Fantasy, Western",Rotten,141
"Action & Adventure, Special Interest",Fresh,1
"Action & Adventure, Special Interest",Rotten,13
"Action & Adventure, Television",Fresh,1
"Action & Adventure, Television, Western",Fresh,1
"Action & Adventure, Television, Western",Rotten,2
"Action & Adventure, Western",Fresh,451
"Action & Adventure, Western",Rotten,316
Animation,Fresh,761
Animation,Rotten,286
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",Fresh,35
"Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",Rotten,9
"Animation, Anime & Manga, Art House & International, Drama",Fresh,36
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,12
"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,9
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",Fresh,12
"Animation, Anime & Manga, Art House & International, Drama, Science Fiction & Fantasy",Rotten,6
"Animation, Anime & Manga, Art House & International, Kids & Family",Fresh,75
"Animation, Anime & Manga, Art House & International, Kids & Family",Rotten,8
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",Fresh,43
"Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",Rotten,2
"Animation, Anime & Manga, Comedy, Romance",Fresh,54
"Animation, Anime & Manga, Comedy, Romance",Rotten,4
"Animation, Anime & Manga, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,63
"Animation, Anime & Manga, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,35
"Animation, Anime & Manga, Drama, Science Fiction & Fantasy",Fresh,8
"Animation, Anime & Manga, Kids & Family, Science Fiction & Fantasy",Fresh,5
"Animation, Anime & Manga, Kids & Family, Science Fiction & Fantasy",Rotten,28
"Animation, Art House & International",Fresh,207
"Animation, Art House & International",Rotten,15
"Animation, Art House & International, Comedy",Fresh,61
"Animation, Art House & International, Comedy",Rotten,42
"Animation, Art House & International, Comedy, Drama",Fresh,258
"Animation, Art House & International, Comedy, Drama",Rotten,21
"Animation, Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,11
"Animation, Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,2
"Animation, Art House & International, Comedy, Drama, Science Fiction & Fantasy",Fresh,72
"Animation, Art House & International, Comedy, Drama, Science Fiction & Fantasy",Rotten,20
"Animation, Art House & International, Comedy, Kids & Family",Fresh,7
"Animation, Art House & International, Comedy, Kids & Family",Rotten,12
"Animation, Art House & International, Comedy, Kids & Family, Mystery & Suspense",Fresh,53
"Animation, Art House & International, Comedy, Kids & Family, Mystery & Suspense",Rotten,11
"Animation, Art House & International, Documentary",Fresh,42
"Animation, Art House & International, Documentary",Rotten,3
"Animation, Art House & International, Documentary, Special Interest",Fresh,144
"Animation, Art House & International, Documentary, Special Interest",Rotten,6
"Animation, Art House & International, Drama",Fresh,207
"Animation, Art House & International, Drama",Rotten,24
"Animation, Art House & International, Drama, Kids & Family",Fresh,74
"Animation, Art House & International, Drama, Kids & Family",Rotten,12
"Animation, Art House & International, Drama, Science Fiction & Fantasy",Fresh,141
"Animation, Art House & International, Drama, Science Fiction & Fantasy",Rotten,72
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Romance",Fresh,13
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Romance",Rotten,10
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Special Interest",Fresh,4
"Animation, Art House & International, Drama, Science Fiction & Fantasy, Special Interest",Rotten,1
"Animation, Art House & International, Drama, Special Interest",Fresh,115
"Animation, Art House & International, Drama, Special Interest",Rotten,28
"Animation, Art House & International, Drama, Television, Romance",Fresh,15
"Animation, Art House & International, Drama, Television, Romance",Rotten,2
"Animation, Art House & International, Horror",Fresh,46
"Animation, Art House & International, Horror, Science Fiction & Fantasy, Special Interest",Fresh,17
"Animation, Art House & International, Kids & Family",Fresh,213
"Animation, Art House & International, Kids & Family",Rotten,111
"Animation, Art House & International, Kids & Family, Mystery & Suspense",Fresh,14
"Animation, Art House & International, Kids & Family, Mystery & Suspense",Rotten,9
"Animation, Art House & International, Kids & Family, Science Fiction & Fantasy",Fresh,75
"Animation, Art House & International, Kids & Family, Science Fiction & Fantasy",Rotten,15
"Animation, Art House & International, Mystery & Suspense",Fresh,11
"Animation, Art House & International, Mystery & Suspense",Rotten,8
"Animation, Art House & International, Science Fiction & Fantasy",Fresh,222
"Animation, Art House & International, Science Fiction & Fantasy",Rotten,12
"Animation, Classics, Comedy, Drama, Kids & Family",Fresh,7
"Animation, Classics, Comedy, Drama, Kids & Family",Rotten,4
"Animation, Classics, Comedy, Horror, Kids & Family",Fresh,6
"Animation, Classics, Comedy, Horror, Kids & Family",Rotten,1
"Animation, Classics, Comedy, Kids & Family",Fresh,10
"Animation, Classics, Comedy, Kids & Family",Rotten,3
"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,2
"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,1
"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television",Fresh,16
"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense",Fresh,41
"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Fresh,21
"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Rotten,6
"Animation, Classics, Comedy, Kids & Family, Special Interest",Fresh,16
"Animation, Classics, Comedy, Kids & Family, Special Interest",Rotten,2
"Animation, Classics, Kids & Family, Science Fiction & Fantasy",Fresh,158
"Animation, Classics, Kids & Family, Science Fiction & Fantasy",Rotten,12
"Animation, Classics, Kids & Family, Television",Fresh,15
"Animation, Comedy",Fresh,2089
"Animation, Comedy",Rotten,799
"Animation, Comedy, Documentary, Drama, Special Interest, Romance",Fresh,4
"Animation, Comedy, Documentary, Drama, Special Interest, Romance",Rotten,38
"Animation, Comedy, Drama",Fresh,531
"Animation, Comedy, Drama",Rotten,244
"Animation, Comedy, Drama, Kids & Family",Fresh,94
"Animation, Comedy, Drama, Kids & Family",Rotten,47
"Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts",Rotten,5
"Animation, Comedy, Drama, Science Fiction & Fantasy",Fresh,4
"Animation, Comedy, Drama, Science Fiction & Fantasy",Rotten,9
"Animation, Comedy, Horror, Romance",Fresh,14
"Animation, Comedy, Horror, Romance",Rotten,5
"Animation, Comedy, Horror, Science Fiction & Fantasy",Fresh,193
"Animation, Comedy, Horror, Science Fiction & Fantasy",Rotten,28
"Animation, Comedy, Kids & Family",Fresh,5689
"Animation, Comedy, Kids & Family",Rotten,2828
"Animation, Comedy, Kids & Family, Faith & Spirituality",Fresh,36
"Animation, Comedy, Kids & Family, Faith & Spirituality",Rotten,18
"Animation, Comedy, Kids & Family, Musical & Performing Arts",Fresh,234
"Animation, Comedy, Kids & Family, Musical & Performing Arts",Rotten,32
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Romance",Fresh,4
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,168
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,30
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Television",Fresh,54
"Animation, Comedy, Kids & Family, Musical & Performing Arts, Television",Rotten,17
"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Fresh,2044
