genres,review_type,count
"Art House & International, Science Fiction & Fantasy",Rotten,33
"Art House & International, Science Fiction & Fantasy, Romance",Fresh,4
"Art House & International, Science Fiction & Fantasy, Romance",Rotten,7
"Art House & International, Special Interest",Fresh,74
"Art House & International, Special Interest",Rotten,13
"Art House & International, Western",Fresh,17
"Art House & International, Western",Rotten,24
Classics,Fresh,41
Classics,Rotten,8
"Classics, Comedy",Fresh,721
"Classics, Comedy",Rotten,168
"Classics, Comedy, Cult Movies, Documentary, Drama",Fresh,4
"Classics, Comedy, Cult Movies, Documentary, Drama",Rotten,1
"Classics, Comedy, Cult Movies, Horror",Fresh,4
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts",Fresh,18
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts",Rotten,4
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,46
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,12
"Classics, Comedy, Cult Movies, Horror, Mystery & Suspense",Fresh,9
"Classics, Comedy, Cult Movies, Horror, Mystery & Suspense",Rotten,2
"Classics, Comedy, Documentary, Musical & Performing Arts, Special Interest",Fresh,5
"Classics, Comedy, Documentary, Musical & Performing Arts, Special Interest",Rotten,1
"Classics, Comedy, Documentary, Sports & Fitness",Fresh,23
"Classics, Comedy, Documentary, Sports & Fitness",Rotten,14
"Classics, Comedy, Drama",Fresh,908
"Classics, Comedy, Drama",Rotten,170
"Classics, Comedy, Drama, Horror, Mystery & Suspense",Fresh,7
"Classics, Comedy, Drama, Horror, Mystery & Suspense",Rotten,6
"Classics, Comedy, Drama, Kids & Family",Fresh,5
"Classics, Comedy, Drama, Kids & Family",Rotten,2
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts",Fresh,59
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts",Rotten,13
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,33
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,4
"Classics, Comedy, Drama, Kids & Family, Romance",Fresh,24
"Classics, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,4
"Classics, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,1
"Classics, Comedy, Drama, Musical & Performing Arts",Fresh,233
"Classics, Comedy, Drama, Musical & Performing Arts",Rotten,33
"Classics, Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",Fresh,6
"Classics, Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",Rotten,4
"Classics, Comedy, Drama, Musical & Performing Arts, Romance",Fresh,74
"Classics, Comedy, Drama, Musical & Performing Arts, Romance",Rotten,21
"Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,18
"Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,4
"Classics, Comedy, Drama, Musical & Performing Arts, Western",Fresh,32
"Classics, Comedy, Drama, Musical & Performing Arts, Western",Rotten,2
"Classics, Comedy, Drama, Mystery & Suspense",Fresh,88
"Classics, Comedy, Drama, Mystery & Suspense",Rotten,16
"Classics, Comedy, Drama, Mystery & Suspense, Romance",Fresh,30
"Classics, Comedy, Drama, Mystery & Suspense, Romance",Rotten,5
"Classics, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,4
"Classics, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,1
"Classics, Comedy, Drama, Mystery & Suspense, Special Interest, Romance",Fresh,42
"Classics, Comedy, Drama, Mystery & Suspense, Special Interest, Romance",Rotten,3
"Classics, Comedy, Drama, Romance",Fresh,892
"Classics, Comedy, Drama, Romance",Rotten,131
"Classics, Comedy, Drama, Science Fiction & Fantasy",Fresh,68
"Classics, Comedy, Drama, Science Fiction & Fantasy",Rotten,13
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance",Fresh,19
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance",Rotten,3
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance, Faith & Spirituality",Fresh,15
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance, Faith & Spirituality",Rotten,3
"Classics, Comedy, Drama, Special Interest",Fresh,27
"Classics, Comedy, Drama, Special Interest",Rotten,1
"Classics, Comedy, Drama, Sports & Fitness",Fresh,28
"Classics, Comedy, Drama, Sports & Fitness",Rotten,3
"Classics, Comedy, Drama, Western",Fresh,1
"Classics, Comedy, Drama, Western",Rotten,3
"Classics, Comedy, Drama, Western, Romance",Fresh,12
"Classics, Comedy, Horror",Fresh,43
"Classics, Comedy, Horror",Rotten,4
"Classics, Comedy, Horror, Mystery & Suspense",Fresh,48
"Classics, Comedy, Horror, Mystery & Suspense",Rotten,6
"Classics, Comedy, Horror, Science Fiction & Fantasy",Fresh,109
"Classics, Comedy, Horror, Science Fiction & Fantasy",Rotten,18
"Classics, Comedy, Kids & Family",Fresh,39
"Classics, Comedy, Kids & Family",Rotten,13
"Classics, Comedy, Kids & Family, Musical & Performing Arts",Fresh,26
"Classics, Comedy, Kids & Family, Musical & Performing Arts",Rotten,11
"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,41
"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,3
"Classics, Comedy, Kids & Family, Mystery & Suspense",Fresh,4
"Classics, Comedy, Kids & Family, Romance",Fresh,12
"Classics, Comedy, Kids & Family, Romance",Rotten,1
"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Fresh,23
"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Rotten,30
"Classics, Comedy, Kids & Family, Television",Fresh,2
"Classics, Comedy, Kids & Family, Television",Rotten,1
"Classics, Comedy, Kids & Family, Western",Fresh,3
"Classics, Comedy, Kids & Family, Western",Rotten,3
"Classics, Comedy, Musical & Performing Arts",Fresh,217
"Classics, Comedy, Musical & Performing Arts",Rotten,40
"Classics, Comedy, Musical & Performing Arts, Romance",Fresh,433
"Classics, Comedy, Musical & Performing Arts, Romance",Rotten,45
"Classics, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,1
"Classics, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,4
"Classics, Comedy, Musical & Performing Arts, Special Interest, Romance",Fresh,1
"Classics, Comedy, Musical & Performing Arts, Special Interest, Romance",Rotten,2
"Classics, Comedy, Musical & Performing Arts, Western",Fresh,24
"Classics, Comedy, Musical & Performing Arts, Western",Rotten,3
"Classics, Comedy, Musical & Performing Arts, Western, Romance",Fresh,16
"Classics, Comedy, Musical & Performing Arts, Western, Romance",Rotten,10
"Classics, Comedy, Mystery & Suspense",Fresh,73
"Classics, Comedy, Mystery & Suspense",Rotten,15
"Classics, Comedy, Romance",Fresh,662
"Classics, Comedy, Romance",Rotten,89
"Classics, Comedy, Science Fiction & Fantasy",Fresh,100
"Classics, Comedy, Science Fiction & Fantasy",Rotten,5
"Classics, Comedy, Science Fiction & Fantasy, Romance",Fresh,11
"Classics, Comedy, Special Interest",Fresh,6
"Classics, Comedy, Western",Fresh,101
"Classics, Comedy, Western",Rotten,28
"Classics, Cult Movies, Drama",Fresh,14
"Classics, Cult Movies, Drama",Rotten,28
"Classics, Cult Movies, Drama, Horror, Mystery & Suspense",Fresh,33
"Classics, Cult Movies, Drama, Horror, Mystery & Suspense",Rotten,3
"Classics, Cult Movies, Drama, Mystery & Suspense",Fresh,27
"Classics, Cult Movies, Horror",Fresh,107
"Classics, Cult Movies, Horror",Rotten,27
"Classics, Cult Movies, Horror, Science Fiction & Fantasy",Fresh,43
"Classics, Cult Movies, Horror, Science Fiction & Fantasy",Rotten,15
"Classics, Documentary, Drama",Fresh,65
"Classics, Documentary, Drama",Rotten,15
"Classics, Documentary, Drama, Mystery & Suspense",Fresh,34
"Classics, Documentary, Drama, Mystery & Suspense",Rotten,4
"Classics, Documentary, Drama, Romance",Fresh,20
"Classics, Documentary, Drama, Romance",Rotten,15
"Classics, Documentary, Drama, Special Interest",Fresh,17
"Classics, Documentary, Drama, Special Interest",Rotten,9
"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality",Fresh,14
"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality",Rotten,2
"Classics, Documentary, Drama, Western",Fresh,8
"Classics, Documentary, Horror, Special Interest",Fresh,13
"Classics, Documentary, Musical & Performing Arts",Fresh,4
"Classics, Documentary, Musical & Performing Arts, Special Interest, Television",Fresh,20
"Classics, Documentary, Musical & Performing Arts, Special Interest, Television",Rotten,3
"Classics, Documentary, Musical & Performing Arts, Television",Fresh,13
"Classics, Documentary, Musical & Performing Arts, Television",Rotten,1
"Classics, Documentary, Special Interest",Fresh,12
"Classics, Documentary, Sports & Fitness",Fresh,4
"Classics, Drama",Fresh,3608
"Classics, Drama",Rotten,1193
"Classics, Drama, Faith & Spirituality",Fresh,128
"Classics, Drama, Faith & Spirituality",Rotten,53
"Classics, Drama, Horror",Fresh,117
"Classics, Drama, Horror",Rotten,29
"Classics, Drama, Horror, Musical & Performing Arts, Mystery & Suspense, Special Interest",Fresh,6
"Classics, Drama, Horror, Musical & Performing Arts, Mystery & Suspense, Special Interest",Rotten,1
"Classics, Drama, Horror, Mystery & Suspense",Fresh,337
"Classics, Drama, Horror, Mystery & Suspense",Rotten,50
"Classics, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,59
"Classics, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,15
"Classics, Drama, Horror, Romance",Fresh,10
"Classics, Drama, Horror, Romance",Rotten,2
"Classics, Drama, Horror, Science Fiction & Fantasy",Fresh,56
"Classics, Drama, Horror, Science Fiction & Fantasy",Rotten,23
"Classics, Drama, Horror, Special Interest",Fresh,18
"Classics, Drama, Horror, Special Interest",Rotten,2
"Classics, Drama, Kids & Family",Fresh,47
"Classics, Drama, Kids & Family",Rotten,7
"Classics, Drama, Kids & Family, Musical & Performing Arts",Fresh,106
"Classics, Drama, Kids & Family, Musical & Performing Arts",Rotten,24
"Classics, Drama, Kids & Family, Musical & Performing Arts, Romance",Fresh,28
"Classics, Drama, Kids & Family, Romance",Fresh,31
"Classics, Drama, Kids & Family, Romance",Rotten,20
"Classics, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,77
"Classics, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,4
"Classics, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest, Romance",Fresh,35
"Classics, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest, Romance",Rotten,1
"Classics, Drama, Musical & Performing Arts",Fresh,309
"Classics, Drama, Musical & Performing Arts",Rotten,64
"Classics, Drama, Musical & Performing Arts, Mystery & Suspense",Fresh,2
"Classics, Drama, Musical & Performing Arts, Mystery & Suspense",Rotten,3
"Classics, Drama, Musical & Performing Arts, Romance",Fresh,124
"Classics, Drama, Musical & Performing Arts, Romance",Rotten,22
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,18
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,7
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,6
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,2
"Classics, Drama, Musical & Performing Arts, Special Interest",Fresh,26
"Classics, Drama, Musical & Performing Arts, Special Interest",Rotten,5
"Classics, Drama, Musical & Performing Arts, Special Interest, Romance",Fresh,10
"Classics, Drama, Musical & Performing Arts, Special Interest, Romance",Rotten,4
"Classics, Drama, Musical & Performing Arts, Western",Fresh,5
"Classics, Drama, Musical & Performing Arts, Western",Rotten,1
"Classics, Drama, Mystery & Suspense",Fresh,2119
"Classics, Drama, Mystery & Suspense",Rotten,235
"Classics, Drama, Mystery & Suspense, Romance",Fresh,347
"Classics, Drama, Mystery & Suspense, Romance",Rotten,18
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,126
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,30
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,20
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,10
"Classics, Drama, Mystery & Suspense, Special Interest",Fresh,8
"Classics, Drama, Romance",Fresh,1269
"Classics, Drama, Romance",Rotten,303
"Classics, Drama, Romance, Faith & Spirituality",Fresh,5
"Classics, Drama, Romance, Faith & Spirituality",Rotten,1
"Classics, Drama, Romance, Sports & Fitness",Fresh,12
"Classics, Drama, Romance, Sports & Fitness",Rotten,2
"Classics, Drama, Science Fiction & Fantasy",Fresh,70
"Classics, Drama, Science Fiction & Fantasy",Rotten,9
"Classics, Drama, Special Interest, Faith & Spirituality",Fresh,4
"Classics, Drama, Special Interest, Faith & Spirituality",Rotten,8
"Classics, Drama, Special Interest, Romance",Fresh,12
"Classics, Drama, Special Interest, Romance",Rotten,1
"Classics, Drama, Sports & Fitness",Fresh,7
"Classics, Drama, Sports & Fitness",Rotten,1
"Classics, Drama, Television",Fresh,5
"Classics, Drama, Television",Rotten,1
"Classics, Drama, Television, Romance",Fresh,33
"Classics, Drama, Television, Romance",Rotten,8
"Classics, Drama, Western",Fresh,197
"Classics, Drama, Western",Rotten,58
"Classics, Drama, Western, Romance",Fresh,46
"Classics, Drama, Western, Romance",Rotten,3
"Classics, Horror",Fresh,241
"Classics, Horror",Rotten,68
"Classics, Horror, Kids & Family, Mystery & Suspense",Fresh,3
"Classics, Horror, Kids & Family, Mystery & Suspense",Rotten,2
"Classics, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,6
"Classics, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,3
"Classics, Horror, Mystery & Suspense",Fresh,542
"Classics, Horror, Mystery & Suspense",Rotten,79
"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,66
"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,30
"Classics, Horror, Romance",Fresh,32
"Classics, Horror, Romance",Rotten,5
"Classics, Horror, Science Fiction & Fantasy",Fresh,183
"Classics, Horror, Science Fiction & Fantasy",Rotten,42
"Classics, Horror, Science Fiction & Fantasy, Special Interest",Fresh,35
"Classics, Horror, Science Fiction & Fantasy, Special Interest",Rotten,1
"Classics, Kids & Family",Fresh,10
"Classics, Kids & Family, Musical & Performing Arts, Romance",Fresh,2
"Classics, Kids & Family, Musical & Performing Arts, Romance",Rotten,1
"Classics, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,113
"Classics, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,2
"Classics, Kids & Family, Musical & Performing Arts, Special Interest",Fresh,26
"Classics, Kids & Family, Musical & Performing Arts, Special Interest",Rotten,8
"Classics, Kids & Family, Science Fiction & Fantasy",Fresh,6
"Classics, Kids & Family, Science Fiction & Fantasy",Rotten,2
"Classics, Musical & Performing Arts",Fresh,18
"Classics, Musical & Performing Arts",Rotten,9
"Classics, Musical & Performing Arts, Romance",Fresh,143
"Classics, Musical & Performing Arts, Romance",Rotten,20
"Classics, Musical & Performing Arts, Special Interest, Western, Romance",Fresh,18
"Classics, Musical & Performing Arts, Special Interest, Western, Romance",Rotten,3
"Classics, Mystery & Suspense",Fresh,377
"Classics, Mystery & Suspense",Rotten,36
"Classics, Mystery & Suspense, Romance",Fresh,38
"Classics, Mystery & Suspense, Romance",Rotten,2
"Classics, Mystery & Suspense, Science Fiction & Fantasy",Fresh,73
"Classics, Mystery & Suspense, Science Fiction & Fantasy",Rotten,13
"Classics, Mystery & Suspense, Science Fiction & Fantasy, Western",Fresh,8
"Classics, Mystery & Suspense, Science Fiction & Fantasy, Western",Rotten,2
"Classics, Mystery & Suspense, Western",Fresh,6
"Classics, Science Fiction & Fantasy",Fresh,243
"Classics, Science Fiction & Fantasy",Rotten,55
"Classics, Science Fiction & Fantasy, Romance",Fresh,14
"Classics, Science Fiction & Fantasy, Special Interest, Television",Fresh,8
"Classics, Science Fiction & Fantasy, Special Interest, Television",Rotten,9
"Classics, Western",Fresh,282
"Classics, Western",Rotten,33
"Classics, Western, Romance",Fresh,3
"Classics, Western, Romance",Rotten,1
Comedy,Fresh,41052
Comedy,Rotten,38929
"Comedy, Cult Movies",Fresh,61
"Comedy, Cult Movies",Rotten,25
"Comedy, Cult Movies, Documentary, Drama, Musical & Performing Arts, Special Interest",Fresh,23
"Comedy, Cult Movies, Drama",Fresh,87
"Comedy, Cult Movies, Drama",Rotten,10
"Comedy, Cult Movies, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,14
"Comedy, Cult Movies, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,6
"Comedy, Cult Movies, Drama, Science Fiction & Fantasy",Fresh,226
"Comedy, Cult Movies, Drama, Science Fiction & Fantasy",Rotten,34
"Comedy, Cult Movies, Horror",Fresh,7
"Comedy, Cult Movies, Horror",Rotten,3
"Comedy, Cult Movies, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,2
"Comedy, Cult Movies, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,1
"Comedy, Cult Movies, Horror, Science Fiction & Fantasy",Fresh,30
"Comedy, Cult Movies, Horror, Science Fiction & Fantasy",Rotten,15
"Comedy, Cult Movies, Mystery & Suspense, Science Fiction & Fantasy",Fresh,4
"Comedy, Cult Movies, Mystery & Suspense, Science Fiction & Fantasy",Rotten,4
"Comedy, Documentary",Fresh,551
"Comedy, Documentary",Rotten,299
"Comedy, Documentary, Drama",Fresh,19
"Comedy, Documentary, Drama",Rotten,1
"Comedy, Documentary, Drama, Kids & Family, Faith & Spirituality",Fresh,8
"Comedy, Documentary, Drama, Kids & Family, Faith & Spirituality",Rotten,6
"Comedy, Documentary, Drama, Musical & Performing Arts",Fresh,6
"Comedy, Documentary, Drama, Musical & Performing Arts",Rotten,2
"Comedy, Documentary, Drama, Romance",Fresh,26
"Comedy, Documentary, Drama, Romance",Rotten,23
"Comedy, Documentary, Drama, Romance, Gay & Lesbian",Fresh,2
"Comedy, Documentary, Drama, Romance, Gay & Lesbian",Rotten,12
"Comedy, Documentary, Drama, Special Interest",Fresh,116
"Comedy, Documentary, Drama, Special Interest",Rotten,41
"Comedy, Documentary, Drama, Special Interest, Romance",Fresh,81
"Comedy, Documentary, Drama, Special Interest, Romance",Rotten,27
"Comedy, Documentary, Drama, Television",Fresh,18
"Comedy, Documentary, Faith & Spirituality",Fresh,204
"Comedy, Documentary, Faith & Spirituality",Rotten,94
"Comedy, Documentary, Horror",Fresh,24
"Comedy, Documentary, Horror",Rotten,10
"Comedy, Documentary, Kids & Family",Fresh,60
"Comedy, Documentary, Kids & Family",Rotten,97
"Comedy, Documentary, Kids & Family, Special Interest",Fresh,16
"Comedy, Documentary, Kids & Family, Special Interest",Rotten,12
"Comedy, Documentary, Musical & Performing Arts",Fresh,228
"Comedy, Documentary, Musical & Performing Arts",Rotten,64
"Comedy, Documentary, Musical & Performing Arts, Special Interest",Fresh,205
"Comedy, Documentary, Musical & Performing Arts, Special Interest",Rotten,23
"Comedy, Documentary, Science Fiction & Fantasy, Special Interest",Fresh,235
"Comedy, Documentary, Science Fiction & Fantasy, Special Interest",Rotten,47
"Comedy, Documentary, Special Interest",Fresh,571
"Comedy, Documentary, Special Interest",Rotten,134
"Comedy, Documentary, Special Interest, Sports & Fitness",Fresh,49
"Comedy, Documentary, Special Interest, Sports & Fitness",Rotten,6
"Comedy, Documentary, Special Interest, Television",Fresh,166
"Comedy, Documentary, Special Interest, Television",Rotten,73
"Comedy, Documentary, Special Interest, Television, Sports & Fitness",Fresh,31
"Comedy, Documentary, Special Interest, Television, Sports & Fitness",Rotten,3
"Comedy, Documentary, Television",Fresh,199
"Comedy, Documentary, Television",Rotten,21
"Comedy, Drama",Fresh,39738
"Comedy, Drama",Rotten,20311
"Comedy, Drama, Faith & Spirituality",Fresh,2
"Comedy, Drama, Faith & Spirituality",Rotten,3
"Comedy, Drama, Faith & Spirituality, Sports & Fitness",Fresh,2
"Comedy, Drama, Faith & Spirituality, Sports & Fitness",Rotten,10
"Comedy, Drama, Gay & Lesbian",Fresh,119
"Comedy, Drama, Gay & Lesbian",Rotten,106
"Comedy, Drama, Horror",Fresh,195
"Comedy, Drama, Horror",Rotten,132
"Comedy, Drama, Horror, Kids & Family",Fresh,17
"Comedy, Drama, Horror, Kids & Family",Rotten,1
"Comedy, Drama, Horror, Mystery & Suspense",Fresh,115
"Comedy, Drama, Horror, Mystery & Suspense",Rotten,73
"Comedy, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,47
"Comedy, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,8
"Comedy, Drama, Horror, Romance",Fresh,3
"Comedy, Drama, Horror, Romance",Rotten,22
"Comedy, Drama, Horror, Science Fiction & Fantasy",Fresh,23
"Comedy, Drama, Horror, Science Fiction & Fantasy",Rotten,9
"Comedy, Drama, Horror, Special Interest",Fresh,4
"Comedy, Drama, Horror, Special Interest",Rotten,8
"Comedy, Drama, Kids & Family",Fresh,1217
"Comedy, Drama, Kids & Family",Rotten,1042
"Comedy, Drama, Kids & Family, Musical & Performing Arts",Fresh,20
"Comedy, Drama, Kids & Family, Musical & Performing Arts",Rotten,9
"Comedy, Drama, Kids & Family, Musical & Performing Arts, Television",Fresh,6
"Comedy, Drama, Kids & Family, Musical & Performing Arts, Television",Rotten,4
"Comedy, Drama, Kids & Family, Mystery & Suspense",Fresh,3
"Comedy, Drama, Kids & Family, Romance",Fresh,44
"Comedy, Drama, Kids & Family, Romance",Rotten,95
"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,395
"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,288
"Comedy, Drama, Kids & Family, Science Fiction & Fantasy, Television",Fresh,1
"Comedy, Drama, Kids & Family, Science Fiction & Fantasy, Television",Rotten,3
"Comedy, Drama, Kids & Family, Sports & Fitness",Fresh,124
"Comedy, Drama, Kids & Family, Sports & Fitness",Rotten,77
"Comedy, Drama, Kids & Family, Television",Fresh,6
"Comedy, Drama, Kids & Family, Television",Rotten,6
"Comedy, Drama, Musical & Performing Arts",Fresh,2948
"Comedy, Drama, Musical & Performing Arts",Rotten,1440
"Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",Fresh,5
"Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",Rotten,5
"Comedy, Drama, Musical & Performing Arts, Romance",Fresh,323
"Comedy, Drama, Musical & Performing Arts, Romance",Rotten,300
"Comedy, Drama, Musical & Performing Arts, Special Interest",Fresh,148
"Comedy, Drama, Musical & Performing Arts, Special Interest",Rotten,48
"Comedy, Drama, Mystery & Suspense",Fresh,3216
"Comedy, Drama, Mystery & Suspense",Rotten,1975
"Comedy, Drama, Mystery & Suspense, Romance",Fresh,67
"Comedy, Drama, Mystery & Suspense, Romance",Rotten,54
"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,429
"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,396
"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,44
"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,14
"Comedy, Drama, Mystery & Suspense, Sports & Fitness",Fresh,3
"Comedy, Drama, Mystery & Suspense, Sports & Fitness",Rotten,3
"Comedy, Drama, Romance",Fresh,12672
"Comedy, Drama, Romance",Rotten,9104
"Comedy, Drama, Romance, Gay & Lesbian",Fresh,103
"Comedy, Drama, Romance, Gay & Lesbian",Rotten,99
"Comedy, Drama, Romance, Gay & Lesbian, Sports & Fitness",Fresh,9
"Comedy, Drama, Romance, Gay & Lesbian, Sports & Fitness",Rotten,4
"Comedy, Drama, Science Fiction & Fantasy",Fresh,1383
"Comedy, Drama, Science Fiction & Fantasy",Rotten,951
"Comedy, Drama, Science Fiction & Fantasy, Gay & Lesbian",Fresh,13
"Comedy, Drama, Science Fiction & Fantasy, Gay & Lesbian",Rotten,3
"Comedy, Drama, Science Fiction & Fantasy, Romance",Fresh,594
"Comedy, Drama, Science Fiction & Fantasy, Romance",Rotten,442
"Comedy, Drama, Special Interest",Fresh,188
"Comedy, Drama, Special Interest",Rotten,143
"Comedy, Drama, Sports & Fitness",Fresh,584
"Comedy, Drama, Sports & Fitness",Rotten,450
"Comedy, Drama, Television",Fresh,69
"Comedy, Drama, Television",Rotten,129
"Comedy, Drama, Western",Fresh,6
"Comedy, Drama, Western",Rotten,26
"Comedy, Gay & Lesbian",Fresh,69
"Comedy, Gay & Lesbian",Rotten,70
"Comedy, Horror",Fresh,2295
"Comedy, Horror",Rotten,1496
"Comedy, Horror, Kids & Family",Fresh,62
"Comedy, Horror, Kids & Family",Rotten,60
"Comedy, Horror, Kids & Family, Mystery & Suspense",Fresh,31
"Comedy, Horror, Kids & Family, Mystery & Suspense",Rotten,9
"Comedy, Horror, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Fresh,18
"Comedy, Horror, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rotten,105
"Comedy, Horror, Kids & Family, Science Fiction & Fantasy",Fresh,2
"Comedy, Horror, Kids & Family, Science Fiction & Fantasy",Rotten,6
"Comedy, Horror, Musical & Performing Arts",Fresh,132
"Comedy, Horror, Musical & Performing Arts",Rotten,56
"Comedy, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,31
"Comedy, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,4
"Comedy, Horror, Musical & Performing Arts, Television",Fresh,11
"Comedy, Horror, Musical & Performing Arts, Television",Rotten,29
"Comedy, Horror, Mystery & Suspense",Fresh,542
"Comedy, Horror, Mystery & Suspense",Rotten,407
"Comedy, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,174
"Comedy, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,153
"Comedy, Horror, Mystery & Suspense, Television",Fresh,8
"Comedy, Horror, Mystery & Suspense, Television",Rotten,18
"Comedy, Horror, Romance",Fresh,229
"Comedy, Horror, Romance",Rotten,245
"Comedy, Horror, Science Fiction & Fantasy",Fresh,967
"Comedy, Horror, Science Fiction & Fantasy",Rotten,365
"Comedy, Kids & Family",Fresh,2564
"Comedy, Kids & Family",Rotten,4088
"Comedy, Kids & Family, Musical & Performing Arts",Fresh,56
"Comedy, Kids & Family, Musical & Performing Arts",Rotten,20
"Comedy, Kids & Family, Musical & Performing Arts, Television",Fresh,5
"Comedy, Kids & Family, Musical & Performing Arts, Television",Rotten,3
"Comedy, Kids & Family, Musical & Performing Arts, Television, Romance",Fresh,9
"Comedy, Kids & Family, Musical & Performing Arts, Television, Romance",Rotten,11
"Comedy, Kids & Family, Romance",Fresh,228
"Comedy, Kids & Family, Romance",Rotten,181
"Comedy, Kids & Family, Science Fiction & Fantasy",Fresh,822
"Comedy, Kids & Family, Science Fiction & Fantasy",Rotten,575
"Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Fresh,53
"Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Rotten,53
"Comedy, Kids & Family, Special Interest",Fresh,177
"Comedy, Kids & Family, Special Interest",Rotten,42
"Comedy, Kids & Family, Television",Fresh,52
"Comedy, Kids & Family, Television",Rotten,44
"Comedy, Kids & Family, Western",Fresh,3
"Comedy, Kids & Family, Western",Rotten,3
"Comedy, Musical & Performing Arts",Fresh,1742
"Comedy, Musical & Performing Arts",Rotten,879
"Comedy, Musical & Performing Arts, Gay & Lesbian",Fresh,14
